5.479635318,6.004091247,6.348238346,3.78708532,6.018072557,5.499462618,2.847230384,0
5.147719641,5.125705335,4.988260706,4.945444087,4.409964346,5.192761112,3.398000248,0
5.135020258,5.317041376,5.451717907,4.253854041,5.212797305,5.126356016,4.405557762,0
4.29339755,4.115284926,4.261404616,4.198024533,4.239719631,4.233826498,3.724685036,0
5.16619147,5.486858189,5.316269063,4.523350689,4.952096128,5.299684573,3.794013963,0
4.468302681,4.63985052,4.646285782,4.058735044,4.694498638,4.469058111,3.947736814,0
5.783266006,5.546245464,5.061424489,6.098214444,3.685505227,5.799411062,3.064900373,0
6.157320543,6.03193139,5.881878695,5.592189705,4.751770838,6.186023785,3.960566987,0
5.077295793,4.825961283,4.451300418,5.524818539,3.450372252,5.113975405,3.840977675,0
4.471766149,4.486860902,4.544248785,4.246698427,4.476461714,4.439794848,2.83977737,0
5.305884676,5.28341442,5.345064448,4.646395575,4.900003421,5.291806002,3.513698683,0
5.130402301,5.189614897,4.903100595,5.162535909,4.184508921,5.191635602,2.812518847,0
5.880820353,5.92433782,6.118202332,4.827834486,5.352826876,5.850059017,5.525591892,0
4.81291774,4.714604141,4.61396793,4.767255429,4.181018704,4.833723387,5.544363332,0
4.480424819,4.637013695,4.789197569,3.841482107,4.95516832,4.476936682,4.722037678,0
4.970505531,5.199728532,5.419465642,3.973301742,5.350676627,4.971035621,4.063479236,0
5.466935935,5.189025071,5.448468282,4.822464446,4.874357913,5.374530995,2.801580094,0
5.48367603,5.197621275,5.132209644,5.311498927,4.297074864,5.42630446,4.911205947,0
4.485620021,4.736768921,5.052282514,3.585748101,5.313312121,4.438669338,3.141634469,0
4.595296505,4.74415718,4.526956513,4.634457123,4.189754268,4.689658093,4.130927546,0
4.723444819,4.779665922,4.840673866,4.316251962,4.69377139,4.707666255,2.697501046,0
5.002831232,4.955073225,4.897140034,4.752677894,4.456178943,5.007051944,5.318660787,0
4.409423726,4.525936892,4.639851245,4.064420655,4.685115995,4.412219851,5.720594933,0
5.371113322,5.237737177,4.987781482,5.475253856,4.050205711,5.385223341,3.028332142,0
5.109621493,5.177984689,5.33675062,4.39942966,5.042257683,5.086400407,2.828962088,0
4.328609474,4.33047121,4.523167324,3.894555359,4.695692584,4.277158637,3.099992355,0
6.05399375,5.965493633,5.61026742,5.804582576,4.400014793,6.135938585,3.827688344,0
4.308983156,4.427754823,4.605526426,3.838707209,4.804072557,4.269280066,3.218322264,0
4.381138738,4.528268764,4.723415402,3.815850253,4.917686424,4.35763261,5.529872475,0
5.314543346,5.091910347,4.760559594,5.529833062,3.783185495,5.353146303,5.01068416,0
4.266844296,4.384380302,4.42241496,3.981389424,4.546200202,4.286725473,2.872124439,0
4.430781778,4.720896764,4.82010486,3.899320886,4.943718461,4.440357603,4.674639503,0
5.983569902,5.494218158,4.991164905,6.520129418,3.301263536,5.972176864,3.268236931,0
3.51469451,4.027581704,4.344337387,2.624351162,5.368070449,3.583281654,5.398946987,0
5.045547337,4.609201844,4.674877409,5.023472779,4.059765871,4.981165212,4.640803067,0
